,game_id,season,date_time_GMT
19763,2001020142,20012002,2001-10-26T02:00:00Z
19764,2001021227,20012002,2002-04-14T18:00:00Z
19765,2001020754,20012002,2002-01-24T03:30:00Z
19766,2001020660,20012002,2002-01-11T02:00:00Z
19767,2001020468,20012002,2001-12-14T00:30:00Z
19768,2001021165,20012002,2002-04-07T00:00:00Z
19769,2001020251,20012002,2001-11-11T03:00:00Z
19770,2001020968,20012002,2002-03-10T00:00:00Z
19771,2001021093,20012002,2002-03-28T01:00:00Z
19772,2001020083,20012002,2001-10-17T02:00:00Z
19773,2001020355,20012002,2001-11-28T00:30:00Z
19774,2001020197,20012002,2001-11-03T03:30:00Z
19775,2001021205,20012002,2002-04-12T23:30:00Z
19776,2001020297,20012002,2001-11-18T03:00:00Z
19777,2001020116,20012002,2001-10-21T02:00:00Z
19778,2001020848,20012002,2002-02-10T00:00:00Z
19779,2001021174,20012002,2002-04-07T22:00:00Z
19780,2001021178,20012002,2002-04-08T00:00:00Z
19781,2001020246,20012002,2001-11-11T00:00:00Z
19782,2001020149,20012002,2001-10-27T23:00:00Z
19783,2001020622,20012002,2002-01-05T20:00:00Z
19784,2001020859,20012002,2002-02-11T01:00:00Z
19785,2001020737,20012002,2002-01-22T02:00:00Z
19786,2001020428,20012002,2001-12-08T01:30:00Z
19787,2001020289,20012002,2001-11-18T00:00:00Z
19788,2001020091,20012002,2001-10-18T23:00:00Z
19789,2001020217,20012002,2001-11-07T00:00:00Z
19790,2001020960,20012002,2002-03-09T01:30:00Z
19791,2001020353,20012002,2001-11-28T00:00:00Z
19792,2001020903,20012002,2002-03-01T03:00:00Z
19793,2001021088,20012002,2002-03-27T01:00:00Z
19794,2001020252,20012002,2001-11-11T03:30:00Z
19795,2001020248,20012002,2001-11-11T00:30:00Z
19796,2001020454,20012002,2001-12-12T01:00:00Z
19797,2001021041,20012002,2002-03-21T00:30:00Z
19798,2001020790,20012002,2002-01-29T02:00:00Z
19799,2001021024,20012002,2002-03-17T19:00:00Z
19800,2001020235,20012002,2001-11-09T03:30:00Z
19801,2001021030,20012002,2002-03-19T01:30:00Z
19802,2001021077,20012002,2002-03-25T03:00:00Z
19803,2001020044,20012002,2001-10-10T23:30:00Z
19804,2001020727,20012002,2002-01-20T03:30:00Z
19805,2001020122,20012002,2001-10-24T00:00:00Z
19806,2001020228,20012002,2001-11-09T00:00:00Z
19807,2001020108,20012002,2001-10-20T23:30:00Z
19808,2001020100,20012002,2001-10-19T23:00:00Z
19809,2001020302,20012002,2001-11-18T23:00:00Z
19810,2001020678,20012002,2002-01-14T00:00:00Z
19811,2001020542,20012002,2001-12-24T00:00:00Z
19812,2001021142,20012002,2002-04-04T00:00:00Z
19813,2001020295,20012002,2001-11-18T01:00:00Z
19814,2001021036,20012002,2002-03-20T00:00:00Z
19815,2001021049,20012002,2002-03-22T00:00:00Z
19816,2001020733,20012002,2002-01-22T00:30:00Z
19817,2001020435,20012002,2001-12-08T20:00:00Z
19818,2001020659,20012002,2002-01-11T01:00:00Z
19819,2001020987,20012002,2002-03-13T00:30:00Z
19820,2001020155,20012002,2001-10-28T00:00:00Z
19821,2001020936,20012002,2002-03-06T01:00:00Z
19822,2001020601,20012002,2002-01-03T02:00:00Z
19823,2001020603,20012002,2002-01-03T03:30:00Z
19824,2001020102,20012002,2001-10-20T00:00:00Z
19825,2001021037,20012002,2002-03-20T00:30:00Z
19826,2001021070,20012002,2002-03-24T03:00:00Z
19827,2001020134,20012002,2001-10-25T00:00:00Z
19828,2001020641,20012002,2002-01-09T00:30:00Z
19829,2001020596,20012002,2002-01-01T20:00:00Z
19830,2001020265,20012002,2001-11-14T01:00:00Z
19831,2001020820,20012002,2002-02-06T00:00:00Z
19832,2001020159,20012002,2001-10-28T02:30:00Z
19833,2001020040,20012002,2001-10-10T23:00:00Z
19834,2001020178,20012002,2001-11-01T00:30:00Z
19835,2001020929,20012002,2002-03-05T00:00:00Z
19836,2001020463,20012002,2001-12-13T02:00:00Z
19837,2001020643,20012002,2002-01-09T01:00:00Z
19838,2001020533,20012002,2001-12-23T00:00:00Z
19839,2001020245,20012002,2001-11-11T00:00:00Z
19840,2001020090,20012002,2001-10-18T23:30:00Z
19841,2001021038,20012002,2002-03-20T01:00:00Z
19842,2001021226,20012002,2002-04-14T19:00:00Z
19843,2001020870,20012002,2002-02-13T01:00:00Z
19844,2001021099,20012002,2002-03-29T00:30:00Z
19845,2001020598,20012002,2002-01-03T01:00:00Z
