,game_id,player_id,team_id,timeOnIce,assists,goals,pim,shots,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShotsAgainst,evenShotsAgainst,powerPlayShotsAgainst,savePercentage,powerPlaySavePercentage,evenStrengthSavePercentage
52578,2018020411,8470645,16,3517,1,0,0,41,38,9,0,29,0,30,11,92.6829268292683,81.8181818181818,96.6666666666667
52591,2018020411,8470645,16,3517,1,0,0,41,38,9,0,29,0,30,11,92.6829268292683,81.8181818181818,96.6666666666667
52658,2018020427,8470645,16,3556,0,0,0,31,28,2,1,25,1,28,2,90.3225806451613,100.0,89.2857142857143
52664,2018020427,8470645,16,3556,0,0,0,31,28,2,1,25,1,28,2,90.3225806451613,100.0,89.2857142857143
52688,2018020438,8470645,16,3435,0,0,0,36,32,1,3,28,3,31,2,88.8888888888889,50.0,90.3225806451613
52712,2018020438,8470645,16,3435,0,0,0,36,32,1,3,28,3,31,2,88.8888888888889,50.0,90.3225806451613
52789,2018020457,8470645,16,3551,0,0,0,28,25,6,1,18,1,21,6,89.2857142857143,100.0,85.7142857142857
52806,2018020457,8470645,16,3551,0,0,0,28,25,6,1,18,1,21,6,89.2857142857143,100.0,85.7142857142857
52848,2018020473,8470320,16,3489,0,0,0,33,28,7,0,21,0,23,10,84.8484848484848,70.0,91.304347826087
52871,2018020473,8470320,16,3489,0,0,0,33,28,7,0,21,0,23,10,84.8484848484848,70.0,91.304347826087
52879,2018020476,8470645,16,3600,0,0,0,43,40,4,0,36,0,39,4,93.0232558139535,100.0,92.3076923076923
52888,2018020476,8470645,16,3600,0,0,0,43,40,4,0,36,0,39,4,93.0232558139535,100.0,92.3076923076923
52940,2018020493,8470645,16,3630,0,0,0,42,38,4,0,34,0,37,5,90.4761904761905,80.0,91.8918918918919
52957,2018020493,8470645,16,3630,0,0,0,42,38,4,0,34,0,37,5,90.4761904761905,80.0,91.8918918918919
53015,2018020509,8470320,16,2490,0,0,0,35,30,9,1,20,1,23,11,85.7142857142857,81.8181818181818,86.9565217391304
53016,2018020509,8470645,16,1110,0,0,0,8,6,0,0,6,0,8,0,75.0,0.0,75.0
53032,2018020509,8470320,16,2490,0,0,0,35,30,9,1,20,1,23,11,85.7142857142857,81.8181818181818,86.9565217391304
53033,2018020509,8470645,16,1110,0,0,0,8,6,0,0,6,0,8,0,75.0,0.0,75.0
53072,2018020522,8470320,16,3589,0,0,2,31,30,2,0,28,0,29,2,96.7741935483871,100.0,96.551724137931
53096,2018020522,8470320,16,3589,0,0,2,31,30,2,0,28,0,29,2,96.7741935483871,100.0,96.551724137931
53129,2018020536,8470320,16,3600,0,0,0,28,26,2,0,24,0,26,2,92.8571428571429,100.0,92.3076923076923
53154,2018020536,8470320,16,3600,0,0,0,28,26,2,0,24,0,26,2,92.8571428571429,100.0,92.3076923076923
53171,2018020544,8480420,16,3581,0,0,0,36,35,6,0,29,0,30,6,97.2222222222222,100.0,96.6666666666667
53178,2018020544,8480420,16,3581,0,0,0,36,35,6,0,29,0,30,6,97.2222222222222,100.0,96.6666666666667
53244,2018020562,8470320,16,3540,0,0,0,26,21,3,0,18,0,22,4,80.7692307692308,75.0,81.8181818181818
53261,2018020562,8470320,16,3540,0,0,0,26,21,3,0,18,0,22,4,80.7692307692308,75.0,81.8181818181818
53290,2018020575,8480420,16,3600,0,0,0,48,46,9,1,36,1,38,9,95.8333333333333,100.0,94.7368421052632
53319,2018020575,8480420,16,3600,0,0,0,48,46,9,1,36,1,38,9,95.8333333333333,100.0,94.7368421052632
53369,2018020595,8480420,16,3641,0,0,0,32,30,5,0,25,0,26,6,93.75,83.3333333333333,96.1538461538462
53400,2018020595,8480420,16,3641,0,0,0,32,30,5,0,25,0,26,6,93.75,83.3333333333333,96.1538461538462
53467,2018020612,8470320,16,3534,0,0,0,35,32,4,1,27,1,28,6,91.4285714285714,66.6666666666667,96.4285714285714
53473,2018020612,8470320,16,3534,0,0,0,35,32,4,1,27,1,28,6,91.4285714285714,66.6666666666667,96.4285714285714
53514,2018020624,8480420,16,3692,0,0,0,50,47,3,1,43,1,45,4,94.0,75.0,95.5555555555556
53530,2018020624,8480420,16,3692,0,0,0,50,47,3,1,43,1,45,4,94.0,75.0,95.5555555555556
53624,2018020650,8470320,16,3600,0,0,0,34,31,3,2,26,2,29,3,91.1764705882353,100.0,89.6551724137931
53640,2018020650,8470320,16,3600,0,0,0,34,31,3,2,26,2,29,3,91.1764705882353,100.0,89.6551724137931
53649,2018020655,8480420,16,3548,0,0,0,42,39,6,1,32,1,34,7,92.8571428571429,85.7142857142857,94.1176470588235
53659,2018020655,8480420,16,3548,0,0,0,42,39,6,1,32,1,34,7,92.8571428571429,85.7142857142857,94.1176470588235
53713,2018020668,8480420,16,3660,0,0,0,37,33,6,0,27,0,30,7,89.1891891891892,85.7142857142857,90.0
53719,2018020668,8480420,16,3660,0,0,0,37,33,6,0,27,0,30,7,89.1891891891892,85.7142857142857,90.0
53804,2018020694,8480420,16,3652,0,0,0,34,30,6,0,24,0,28,6,88.2352941176471,100.0,85.7142857142857
53829,2018020694,8480420,16,3652,0,0,0,34,30,6,0,24,0,28,6,88.2352941176471,100.0,85.7142857142857
53866,2018020707,8470320,16,2398,0,0,0,25,19,1,2,16,2,20,3,76.0,33.3333333333333,80.0
53867,2018020707,8480420,16,1149,0,0,0,15,14,0,0,14,0,15,0,93.3333333333333,0.0,93.3333333333333
53881,2018020707,8470320,16,2398,0,0,0,25,19,1,2,16,2,20,3,76.0,33.3333333333333,80.0
53882,2018020707,8480420,16,1149,0,0,0,15,14,0,0,14,0,15,0,93.3333333333333,0.0,93.3333333333333
53958,2018020728,8480420,16,3511,0,0,0,32,29,6,0,23,0,26,6,90.625,100.0,88.4615384615385
53973,2018020728,8480420,16,3511,0,0,0,32,29,6,0,23,0,26,6,90.625,100.0,88.4615384615385
54062,2018020751,8480420,16,3589,0,0,0,39,34,4,1,29,1,34,4,87.1794871794872,100.0,85.2941176470588
54074,2018020751,8480420,16,3589,0,0,0,39,34,4,1,29,1,34,4,87.1794871794872,100.0,85.2941176470588
54107,2018020762,8470320,16,3897,0,0,0,36,34,3,0,31,0,33,3,94.4444444444444,100.0,93.9393939393939
54117,2018020762,8470320,16,3897,0,0,0,36,34,3,0,31,0,33,3,94.4444444444444,100.0,93.9393939393939
54204,2018020781,8470320,16,3600,0,0,0,43,40,11,0,29,0,31,12,93.0232558139535,91.6666666666667,93.5483870967742
54221,2018020781,8470320,16,3600,0,0,0,43,40,11,0,29,0,31,12,93.0232558139535,91.6666666666667,93.5483870967742
54257,2018020799,8480420,16,3679,0,0,0,31,28,3,0,25,0,27,4,90.3225806451613,75.0,92.5925925925926
54284,2018020799,8480420,16,3679,0,0,0,31,28,3,0,25,0,27,4,90.3225806451613,75.0,92.5925925925926
54344,2018020820,8470320,16,3594,0,0,0,27,25,7,1,17,1,17,9,92.5925925925926,77.7777777777778,100.0
54369,2018020820,8470320,16,3594,0,0,0,27,25,7,1,17,1,17,9,92.5925925925926,77.7777777777778,100.0
54404,2018020834,8480420,16,3793,0,0,0,43,40,4,3,33,3,35,5,93.0232558139535,80.0,94.2857142857143
54434,2018020834,8480420,16,3793,0,0,0,43,40,4,3,33,3,35,5,93.0232558139535,80.0,94.2857142857143
54505,2018020857,8470320,16,3600,0,0,0,45,43,4,3,36,3,38,4,95.5555555555556,100.0,94.7368421052632
54522,2018020857,8470320,16,3600,0,0,0,45,43,4,3,36,3,38,4,95.5555555555556,100.0,94.7368421052632
54548,2018020863,8480420,16,3595,0,0,0,37,31,2,0,29,0,33,4,83.7837837837838,50.0,87.8787878787879
54573,2018020863,8480420,16,3595,0,0,0,37,31,2,0,29,0,33,4,83.7837837837838,50.0,87.8787878787879
54620,2018020883,8470320,16,3595,0,0,0,43,41,5,1,35,1,36,6,95.3488372093023,83.3333333333333,97.2222222222222
54643,2018020883,8470320,16,3595,0,0,0,43,41,5,1,35,1,36,6,95.3488372093023,83.3333333333333,97.2222222222222
54689,2018020900,8470320,16,3600,0,0,0,30,25,1,0,24,0,29,1,83.3333333333333,100.0,82.7586206896552
54715,2018020900,8470320,16,3600,0,0,0,30,25,1,0,24,0,29,1,83.3333333333333,100.0,82.7586206896552
54756,2018020912,8470320,16,3125,0,0,0,28,24,3,5,16,5,20,3,85.7142857142857,100.0,80.0
54757,2018020912,8480420,16,475,0,0,0,10,7,0,0,7,0,9,1,70.0,0.0,77.7777777777778
54770,2018020912,8470320,16,3125,0,0,0,28,24,3,5,16,5,20,3,85.7142857142857,100.0,80.0
54771,2018020912,8480420,16,475,0,0,0,10,7,0,0,7,0,9,1,70.0,0.0,77.7777777777778
54816,2018020925,8470320,16,3762,1,0,0,35,31,7,0,24,0,27,8,88.5714285714286,87.5,88.8888888888889
54825,2018020925,8470320,16,3762,1,0,0,35,31,7,0,24,0,27,8,88.5714285714286,87.5,88.8888888888889
54883,2018020942,8480420,16,3498,0,0,0,30,26,4,0,22,0,25,5,86.6666666666667,80.0,88.0
54893,2018020942,8480420,16,3498,0,0,0,30,26,4,0,22,0,25,5,86.6666666666667,80.0,88.0
54951,2018020958,8470320,16,3506,0,0,0,29,25,1,0,24,0,27,2,86.2068965517241,50.0,88.8888888888889
54963,2018020958,8470320,16,3506,0,0,0,29,25,1,0,24,0,27,2,86.2068965517241,50.0,88.8888888888889
55059,2018020983,8470645,16,3600,1,0,0,32,29,3,3,23,4,25,3,90.625,100.0,92.0
55070,2018020983,8470645,16,3600,1,0,0,32,29,3,3,23,4,25,3,90.625,100.0,92.0
55135,2018021000,8470645,16,3592,1,0,0,25,19,3,0,16,0,20,5,76.0,60.0,80.0
55156,2018021000,8470645,16,3592,1,0,0,25,19,3,0,16,0,20,5,76.0,60.0,80.0
55189,2018021016,8470320,16,3452,0,0,0,33,29,1,0,28,0,32,1,87.8787878787879,100.0,87.5
55206,2018021016,8470320,16,3452,0,0,0,33,29,1,0,28,0,32,1,87.8787878787879,100.0,87.5
55291,2018021038,8470645,16,3870,0,0,0,39,35,1,0,34,1,37,1,89.7435897435898,100.0,91.8918918918919
55314,2018021038,8470645,16,3870,0,0,0,39,35,1,0,34,1,37,1,89.7435897435898,100.0,91.8918918918919
55365,2018021057,8470645,16,3600,0,0,0,27,26,0,0,26,0,27,0,96.2962962962963,0.0,96.2962962962963
55391,2018021057,8470645,16,3600,0,0,0,27,26,0,0,26,0,27,0,96.2962962962963,0.0,96.2962962962963
55427,2018021069,8470645,16,3600,0,0,0,25,24,4,0,20,0,21,4,96.0,100.0,95.2380952380952
55443,2018021069,8470645,16,3600,0,0,0,25,24,4,0,20,0,21,4,96.0,100.0,95.2380952380952
55482,2018021080,8470645,16,2400,0,0,0,18,17,0,0,17,0,18,0,94.4444444444444,0.0,94.4444444444444
55483,2018021080,8480420,16,1200,0,0,0,29,26,0,0,26,0,28,1,89.6551724137931,0.0,92.8571428571429
55491,2018021080,8470645,16,2400,0,0,0,18,17,0,0,17,0,18,0,94.4444444444444,0.0,94.4444444444444
55492,2018021080,8480420,16,1200,0,0,0,29,26,0,0,26,0,28,1,89.6551724137931,0.0,92.8571428571429
55577,2018021103,8470645,16,3600,0,0,0,48,48,9,0,39,0,39,9,100.0,100.0,100.0
55602,2018021103,8470645,16,3600,0,0,0,48,48,9,0,39,0,39,9,100.0,100.0,100.0
55647,2018021119,8470645,16,3616,0,0,0,34,31,0,1,30,1,32,1,91.1764705882353,0.0,93.75
55656,2018021119,8470645,16,3616,0,0,0,34,31,0,1,30,1,32,1,91.1764705882353,0.0,93.75
55734,2018021142,8470645,16,3467,0,0,0,27,25,5,2,18,2,20,5,92.5925925925926,100.0,90.0
55760,2018021142,8470645,16,3467,0,0,0,27,25,5,2,18,2,20,5,92.5925925925926,100.0,90.0
55784,2018021152,8470645,16,3488,0,0,0,24,21,8,0,13,0,15,9,87.5,88.8888888888889,86.6666666666667
55812,2018021152,8470645,16,3488,0,0,0,24,21,8,0,13,0,15,9,87.5,88.8888888888889,86.6666666666667
55843,2018021167,8470645,16,3683,0,0,0,20,19,4,0,15,0,15,5,95.0,80.0,100.0
55853,2018021167,8470645,16,3683,0,0,0,20,19,4,0,15,0,15,5,95.0,80.0,100.0
55908,2018021184,8470645,16,3537,0,0,0,29,28,1,0,27,0,27,2,96.551724137931,50.0,100.0
55924,2018021184,8470645,16,3537,0,0,0,29,28,1,0,27,0,27,2,96.551724137931,50.0,100.0
55958,2018021196,8470645,16,3596,0,0,0,30,26,7,0,19,0,21,9,86.6666666666667,77.7777777777778,90.4761904761905
55974,2018021196,8470645,16,3596,0,0,0,30,26,7,0,19,0,21,9,86.6666666666667,77.7777777777778,90.4761904761905
56025,2018021214,8470645,16,3888,0,0,0,29,26,2,1,23,1,25,3,89.6551724137931,66.6666666666667,92.0
56050,2018021214,8470645,16,3888,0,0,0,29,26,2,1,23,1,25,3,89.6551724137931,66.6666666666667,92.0
56087,2018021226,8470645,16,3784,0,0,0,38,34,5,2,27,2,31,5,89.4736842105263,100.0,87.0967741935484
56104,2018021226,8470645,16,3784,0,0,0,38,34,5,2,27,2,31,5,89.4736842105263,100.0,87.0967741935484
56157,2018021240,8470320,16,3900,0,0,0,40,37,4,1,32,1,34,5,92.5,80.0,94.1176470588235
56163,2018021240,8470320,16,3900,0,0,0,40,37,4,1,32,1,34,5,92.5,80.0,94.1176470588235
56219,2018021255,8470320,16,1993,0,0,0,26,25,1,0,24,0,24,2,96.1538461538462,50.0,100.0
56220,2018021255,8470645,16,1546,0,0,0,9,9,0,0,9,0,9,0,100.0,0.0,100.0
56226,2018021255,8470320,16,1993,0,0,0,26,25,1,0,24,0,24,2,96.1538461538462,50.0,100.0
56227,2018021255,8470645,16,1546,0,0,0,9,9,0,0,9,0,9,0,100.0,0.0,100.0
56250,2018021266,8470320,16,3582,0,0,0,49,45,5,1,39,1,42,6,91.8367346938776,83.3333333333333,92.8571428571429
56282,2018021266,8470320,16,3582,0,0,0,49,45,5,1,39,1,42,6,91.8367346938776,83.3333333333333,92.8571428571429
