,game_id,player_id,team_id,timeOnIce,assists,goals,pim,shots,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShotsAgainst,evenShotsAgainst,powerPlayShotsAgainst,savePercentage,powerPlaySavePercentage,evenStrengthSavePercentage
7605,2017020135,8470645,16,3541,0,0,0,33,29,7,2,20,2,23,8,87.8787878787879,87.5,86.9565217391304
7607,2017020585,8471301,16,3650,0,0,0,45,42,4,0,38,0,40,5,93.3333333333333,80.0,95.0
7621,2015021210,8474152,16,3817,0,0,0,35,33,1,1,31,1,33,1,94.2857142857143,100.0,93.9393939393939
7643,2017020408,8476341,16,3524,0,0,0,22,21,3,1,17,1,18,3,95.4545454545455,100.0,94.4444444444444
7645,2015020430,8470645,16,3600,0,0,0,25,25,1,2,22,2,22,1,100.0,100.0,100.0
7673,2017020632,8471301,16,3488,0,0,0,43,38,4,1,33,1,38,4,88.3720930232558,100.0,86.8421052631579
7724,2015020592,8470645,16,3827,0,0,0,36,34,2,0,32,0,34,2,94.4444444444444,100.0,94.1176470588235
7740,2016020195,8470645,16,3625,0,0,0,28,27,5,1,21,1,22,5,96.4285714285714,100.0,95.4545454545455
7819,2015020784,8470645,16,3580,0,0,0,37,36,10,1,25,1,26,10,97.2972972972973,100.0,96.1538461538462
7831,2015020597,8474152,16,3600,0,0,0,18,17,2,0,15,0,15,3,94.4444444444444,66.6666666666667,100.0
7837,2016020706,8470645,16,3600,0,0,0,28,26,4,0,22,0,23,5,92.8571428571429,80.0,95.6521739130435
7843,2015020072,8470645,16,3596,0,0,0,23,22,5,0,17,0,18,5,95.6521739130435,100.0,94.4444444444444
7855,2016020128,8470645,16,3600,0,0,0,32,32,2,0,30,0,30,2,100.0,100.0,100.0
7874,2016021084,8470645,16,2535,0,0,0,10,6,0,0,6,0,10,0,60.0,0.0,60.0
7875,2016021084,8474152,16,1134,0,0,0,5,4,0,0,4,0,4,1,80.0,0.0,100.0
7880,2017020366,8470645,16,3600,0,0,0,29,26,4,0,22,0,24,5,89.6551724137931,80.0,91.6666666666667
7900,2015021082,8474152,16,3900,0,0,0,34,32,8,1,23,1,25,8,94.1176470588235,100.0,92.0
7939,2017021203,8480420,16,3600,0,0,2,36,31,1,0,30,0,32,4,86.1111111111111,25.0,93.75
7977,2017020954,8476341,16,3509,0,0,0,29,26,1,1,24,1,26,2,89.6551724137931,50.0,92.3076923076923
7979,2016020446,8474152,16,3600,0,0,0,32,28,2,1,25,1,29,2,87.5,100.0,86.2068965517241
7982,2015020498,8470645,16,3741,0,0,0,36,33,5,0,28,0,30,6,91.6666666666667,83.3333333333333,93.3333333333333
7987,2017020352,8470645,16,3600,0,0,0,38,37,8,0,29,0,30,8,97.3684210526316,100.0,96.6666666666667
7999,2016021137,8470645,16,3600,0,0,0,32,31,3,0,28,0,29,3,96.875,100.0,96.551724137931
8002,2015020844,8474152,16,3551,0,0,0,37,35,12,0,23,0,24,13,94.5945945945946,92.3076923076923,95.8333333333333
8023,2015020550,8470645,16,3600,0,0,0,37,32,13,1,18,1,21,15,86.4864864864865,86.6666666666667,85.7142857142857
8046,2015020803,8470645,16,3505,0,0,0,26,25,0,0,25,0,25,1,96.1538461538462,0.0,100.0
8101,2014020903,8474152,16,3891,0,0,0,36,34,6,1,27,1,29,6,94.4444444444444,100.0,93.1034482758621
8114,2014020870,8470645,16,3574,0,0,0,30,26,2,0,24,0,26,4,86.6666666666667,50.0,92.3076923076923
8166,2014020537,8470645,16,3893,0,0,0,40,36,9,1,26,1,29,10,90.0,90.0,89.6551724137931
8202,2014020071,8470645,16,3806,0,0,0,20,19,3,1,15,1,15,4,95.0,75.0,100.0
8214,2014020771,8470645,16,3781,0,0,0,21,20,1,0,19,0,20,1,95.2380952380952,100.0,95.0
8232,2014020263,8470645,16,3598,0,0,0,24,22,2,0,20,0,22,2,91.6666666666667,100.0,90.9090909090909
8253,2014020334,8470645,16,3600,0,0,0,24,23,1,2,20,2,21,1,95.8333333333333,100.0,95.2380952380952
8322,2014020287,8470645,16,3600,0,0,0,27,24,12,1,11,1,12,14,88.8888888888889,85.7142857142857,91.6666666666667
8331,2014020524,8470645,16,3600,0,0,0,25,23,5,0,18,0,20,5,92.0,100.0,90.0
8341,2014020439,8474152,16,3518,0,0,0,41,38,10,0,28,0,30,11,92.6829268292683,90.9090909090909,93.3333333333333
8349,2014021228,8474152,16,3566,0,0,0,24,21,1,0,20,0,21,3,87.5,33.3333333333333,95.2380952380952
8367,2014020495,8477293,16,3600,0,0,0,31,31,5,1,25,1,25,5,100.0,100.0,100.0
8382,2014021160,8470645,16,3600,0,0,0,36,35,5,1,29,1,30,5,97.2222222222222,100.0,96.6666666666667
8400,2014020487,8470645,16,3886,0,0,0,19,17,2,0,15,0,17,2,89.4736842105263,100.0,88.2352941176471
8416,2014020985,8470645,16,3632,0,0,0,36,35,3,0,32,0,33,3,97.2222222222222,100.0,96.969696969697
8448,2014020589,8470645,16,3439,0,0,0,24,22,3,1,18,1,20,3,91.6666666666667,100.0,90.0
8469,2014020449,8477293,16,3599,0,0,0,24,23,5,0,18,0,19,5,95.8333333333333,100.0,94.7368421052632
8472,2014021208,8470645,16,3520,0,0,2,25,23,6,2,15,2,16,7,92.0,85.7142857142857,93.75
8474,2014020354,8470645,16,3577,0,0,2,20,19,6,0,13,0,14,6,95.0,100.0,92.8571428571429
8589,2014021113,8470645,16,946,0,0,0,13,9,0,0,9,1,12,0,69.2307692307692,0.0,75.0
8590,2014021113,8474152,16,2559,0,0,0,13,13,2,1,10,1,10,2,100.0,100.0,100.0
8619,2014021162,8474152,16,3591,0,0,0,38,35,8,0,27,0,29,9,92.1052631578947,88.8888888888889,93.1034482758621
8638,2014020373,8477293,16,3600,0,0,0,41,40,12,1,27,1,28,12,97.5609756097561,100.0,96.4285714285714
8675,2014021011,8470645,16,3600,0,0,0,18,17,0,0,17,0,18,0,94.4444444444444,0.0,94.4444444444444
8705,2014020398,8474152,16,3597,0,0,0,33,32,1,0,31,0,32,1,96.969696969697,100.0,96.875
8794,2014021084,8470645,16,3600,0,0,0,44,43,1,0,42,0,43,1,97.7272727272727,100.0,97.6744186046512
8867,2014020330,8470645,16,3600,0,0,0,29,27,0,1,26,1,28,0,93.1034482758621,0.0,92.8571428571429
8907,2014020603,8470645,16,3593,0,0,0,44,42,9,0,33,0,34,10,95.4545454545455,90.0,97.0588235294118
8937,2014020096,8477293,16,3515,0,0,0,27,24,1,0,23,0,26,1,88.8888888888889,100.0,88.4615384615385
9040,2014020854,8470645,16,3892,0,0,0,28,26,1,1,24,1,26,1,92.8571428571429,100.0,92.3076923076923
9044,2014020807,8470645,16,3577,0,0,0,36,31,4,0,27,0,32,4,86.1111111111111,100.0,84.375
9049,2014020421,8474152,16,3600,0,0,0,34,32,1,1,30,1,32,1,94.1176470588235,100.0,93.75
9068,2014021138,8474152,16,3600,0,0,0,32,31,2,1,28,1,29,2,96.875,100.0,96.551724137931
9080,2014020625,8470645,16,3600,0,0,0,37,36,5,0,31,0,32,5,97.2972972972973,100.0,96.875
9093,2014020710,8470645,16,3504,0,0,0,27,23,2,2,19,2,22,3,85.1851851851852,66.6666666666667,86.3636363636364
9106,2014021020,8470645,16,3518,1,0,0,35,33,5,0,28,0,29,6,94.2857142857143,83.3333333333333,96.551724137931
9142,2014020177,8470645,16,3600,0,0,0,28,28,2,0,26,0,26,2,100.0,100.0,100.0
9155,2014020689,8477293,16,3581,0,0,0,36,35,5,0,30,0,31,5,97.2222222222222,100.0,96.7741935483871
9168,2014020200,8470645,16,3507,0,0,0,24,21,1,2,18,2,21,1,87.5,100.0,85.7142857142857
9185,2014020119,8474152,16,3589,0,0,0,33,32,9,3,20,4,20,9,96.969696969697,100.0,100.0
9192,2014020245,8470645,16,3559,0,0,0,36,33,3,0,30,0,33,3,91.6666666666667,100.0,90.9090909090909
9220,2014020311,8470645,16,3502,0,0,0,29,26,2,0,24,0,27,2,89.6551724137931,100.0,88.8888888888889
9222,2014020692,8470645,16,3891,0,0,2,35,33,4,0,29,0,31,4,94.2857142857143,100.0,93.5483870967742
9264,2014020013,8470645,16,3900,0,0,0,34,32,7,3,22,3,23,8,94.1176470588235,87.5,95.6521739130435
9317,2014020028,8470645,16,3580,0,0,0,23,21,2,1,18,2,19,2,91.304347826087,100.0,94.7368421052632
9319,2014020579,8470645,16,3665,0,0,0,34,30,0,0,30,0,34,0,88.2352941176471,0.0,88.2352941176471
9352,2014020169,8470645,16,3527,0,0,0,27,26,3,0,23,0,24,3,96.2962962962963,100.0,95.8333333333333
9392,2014020819,8470645,16,3600,0,0,0,26,25,2,1,22,1,23,2,96.1538461538462,100.0,95.6521739130435
9411,2014020795,8477293,16,3884,0,0,0,29,27,1,2,24,2,25,2,93.1034482758621,50.0,96.0
9548,2014020112,8477293,16,3527,0,0,0,31,28,7,0,21,0,24,7,90.3225806451613,100.0,87.5
9554,2014020461,8477293,16,3579,0,0,0,29,26,7,0,19,0,22,7,89.6551724137931,100.0,86.3636363636364
9560,2014020216,8470645,16,3600,0,0,0,34,32,7,0,25,0,26,8,94.1176470588235,87.5,96.1538461538462
9569,2014020410,8474152,16,3900,0,0,0,24,22,2,0,20,0,22,2,91.6666666666667,100.0,90.9090909090909
9717,2014021047,8470645,16,3600,0,0,0,39,38,3,1,34,1,35,3,97.4358974358974,100.0,97.1428571428571
9731,2014020141,8474152,16,3896,0,0,0,32,28,7,2,19,2,22,8,87.5,87.5,86.3636363636364
9770,2014020885,8470645,16,1939,0,0,0,14,10,2,1,7,1,10,3,71.4285714285714,66.6666666666667,70.0
9771,2014020885,8477293,16,1661,0,0,0,16,14,0,0,14,0,15,1,87.5,0.0,93.3333333333333
9785,2014020612,8477293,16,3575,0,0,0,21,17,4,0,13,0,16,5,80.9523809523809,80.0,81.25
9787,2014020726,8470645,16,3582,0,0,0,22,21,3,1,17,1,17,4,95.4545454545455,75.0,100.0
9832,2014020658,8470645,16,3560,0,0,0,34,31,3,1,27,1,29,4,91.1764705882353,75.0,93.1034482758621
9857,2014021098,8470645,16,3600,0,0,0,33,29,3,0,26,0,29,4,87.8787878787879,75.0,89.6551724137931
9910,2014020556,8470645,16,3579,0,0,0,35,32,3,0,29,0,31,4,91.4285714285714,75.0,93.5483870967742
9943,2014020306,8470645,16,3600,0,0,0,25,24,4,1,19,1,20,4,96.0,100.0,95.0
9953,2014020737,8477293,16,3564,0,0,0,19,18,4,0,14,0,15,4,94.7368421052632,100.0,93.3333333333333
10007,2014020085,8477293,16,3600,0,0,0,32,32,4,0,28,0,28,4,100.0,100.0,100.0
10012,2014020752,8470645,16,3600,0,0,0,43,40,7,3,30,3,33,7,93.0232558139535,100.0,90.9090909090909
10031,2014021135,8470645,16,3600,0,0,0,34,31,9,2,20,3,20,11,91.1764705882353,81.8181818181818,100.0
10066,2014020131,8474152,16,3445,0,0,0,25,24,3,1,20,2,20,3,96.0,100.0,100.0
10071,2014020920,8474152,16,3599,0,0,0,29,25,4,0,21,0,23,6,86.2068965517241,66.6666666666667,91.304347826087
10116,2014020940,8470645,16,3600,0,0,0,29,27,4,0,23,0,25,4,93.1034482758621,100.0,92.0
10229,2014020511,8470645,16,930,0,0,0,13,10,0,0,10,0,13,0,76.9230769230769,0.0,76.9230769230769
10230,2014020511,8477293,16,2646,0,0,0,12,11,0,1,10,1,10,1,91.6666666666667,0.0,100.0
10294,2014020673,8470645,16,3493,0,0,0,33,28,1,1,26,2,29,2,84.8484848484848,50.0,89.6551724137931
10309,2014020912,8470645,16,3566,0,0,0,20,20,1,0,19,0,19,1,100.0,100.0,100.0
10311,2014020784,8470645,16,3591,0,0,0,27,25,0,1,24,1,26,0,92.5925925925926,0.0,92.3076923076923
10328,2014020048,8470645,16,3870,0,0,0,18,16,0,2,14,2,16,0,88.8888888888889,0.0,87.5
10350,2014020154,8470645,16,3512,0,0,0,27,24,2,0,22,0,25,2,88.8888888888889,100.0,88.0
10422,2014021196,8470645,16,3497,0,0,0,30,28,1,0,27,0,29,1,93.3333333333333,100.0,93.1034482758621
10514,2014021050,8474152,16,3600,0,0,0,25,25,5,0,20,0,20,5,100.0,100.0,100.0
10569,2014020968,8470645,16,3893,0,0,0,47,46,0,2,44,2,45,0,97.8723404255319,0.0,97.7777777777778
10573,2014020389,8477293,16,3600,0,0,0,41,38,2,0,36,0,38,3,92.6829268292683,66.6666666666667,94.7368421052632
10602,2014021076,8470645,16,3597,0,0,0,29,25,6,0,19,0,21,8,86.2068965517241,75.0,90.4761904761905
10633,2014020833,8470645,16,3852,0,0,0,37,36,4,1,31,1,32,4,97.2972972972973,100.0,96.875
10670,2014020228,8470645,16,3900,0,0,0,27,25,0,1,24,2,25,0,92.5925925925926,0.0,96.0
10682,2014021184,8470645,16,3524,0,0,2,33,31,5,0,26,0,27,6,93.9393939393939,83.3333333333333,96.2962962962963
10731,2012020116,8469548,16,3876,0,0,0,47,45,8,0,37,0,38,9,95.7446808510638,88.8888888888889,97.3684210526316
10841,2012020059,8470645,16,3585,0,0,0,26,24,8,2,14,2,16,8,92.3076923076923,100.0,87.5
10868,2012020003,8470645,16,3593,0,0,0,21,19,5,0,14,0,16,5,90.4761904761905,100.0,87.5
10916,2013020299,8459140,16,923,0,0,0,8,6,2,0,4,0,6,2,75.0,100.0,66.6666666666667
10917,2013020299,8470645,16,2667,0,0,0,22,17,4,0,13,0,16,6,77.2727272727273,66.6666666666667,81.25
10920,2013020280,8470645,16,3900,0,0,0,30,26,2,1,23,1,26,3,86.6666666666667,66.6666666666667,88.4615384615385
10961,2013020252,8470645,16,3600,0,0,0,33,31,9,0,22,0,24,9,93.9393939393939,100.0,91.6666666666667
10992,2013020987,8477293,16,3488,0,0,0,29,26,7,1,18,1,20,8,89.6551724137931,87.5,90.0
11034,2013020104,8470645,16,3894,0,0,0,28,26,1,2,23,2,24,2,92.8571428571429,50.0,95.8333333333333
11044,2013020045,8470645,16,3578,0,0,0,34,31,2,0,29,0,31,3,91.1764705882353,66.6666666666667,93.5483870967742
11049,2012020033,8470645,16,3600,0,0,0,34,32,3,0,29,0,30,4,94.1176470588235,75.0,96.6666666666667
11071,2013020362,8470645,16,3588,0,0,0,25,24,2,0,22,0,23,2,96.0,100.0,95.6521739130435
11121,2012020680,8470645,16,3450,0,0,2,32,29,5,0,24,0,26,6,90.625,83.3333333333333,92.3076923076923
11159,2013021217,8477293,16,3559,0,0,0,32,26,9,1,16,1,22,9,81.25,100.0,72.7272727272727
11191,2012020560,8469548,16,3600,0,0,0,20,20,1,0,19,0,19,1,100.0,100.0,100.0
11251,2013021122,8470645,16,3566,0,0,0,26,23,6,0,17,0,20,6,88.4615384615385,100.0,85.0
11301,2012020152,8469548,16,3594,0,0,0,24,22,1,3,18,3,19,2,91.6666666666667,50.0,94.7368421052632
11317,2013021052,8470645,16,3581,0,0,0,28,26,12,1,13,1,14,13,92.8571428571429,92.3076923076923,92.8571428571429
11344,2013020227,8470645,16,3597,0,0,0,25,24,3,0,21,0,22,3,96.0,100.0,95.4545454545455
11358,2012020249,8469548,16,3600,0,0,0,27,26,10,0,16,0,17,10,96.2962962962963,100.0,94.1176470588235
11388,2012020201,8469548,16,3589,0,0,0,28,27,2,0,25,0,26,2,96.4285714285714,100.0,96.1538461538462
11399,2013020061,8459140,16,3600,0,0,0,19,17,3,0,14,0,16,3,89.4736842105263,100.0,87.5
11432,2013020490,8475720,16,1200,0,0,0,7,5,0,0,5,0,7,0,71.4285714285714,0.0,71.4285714285714
11433,2013020490,8477293,16,2400,0,0,0,25,20,3,1,16,1,19,5,80.0,60.0,84.2105263157895
11534,2013021104,8477293,16,3582,1,0,0,29,24,1,0,23,1,26,2,82.7586206896552,50.0,88.4615384615385
11553,2012020621,8470645,16,3600,0,0,0,30,30,5,1,24,1,24,5,100.0,100.0,100.0
11609,2013020026,8470645,16,3895,1,0,0,16,14,0,0,14,0,15,1,87.5,0.0,93.3333333333333
11633,2013020517,8477293,16,3597,0,0,0,28,27,13,0,14,0,14,14,96.4285714285714,92.8571428571429,100.0
11684,2013020808,8470645,16,3587,0,0,0,31,29,6,2,21,2,23,6,93.5483870967742,100.0,91.304347826087
11718,2013020834,8470645,16,3900,0,0,0,39,38,12,2,24,3,24,12,97.4358974358974,100.0,100.0
11774,2013020581,8477293,16,3900,0,0,0,25,20,2,0,18,0,22,3,80.0,66.6666666666667,81.8181818181818
11823,2013020964,8470645,16,3600,0,0,0,21,20,5,0,15,0,16,5,95.2380952380952,100.0,93.75
11850,2012020273,8469548,16,3704,0,0,0,19,17,3,0,14,1,14,4,89.4736842105263,75.0,100.0
11926,2013020764,8477293,16,3461,0,0,0,19,17,4,0,13,0,15,4,89.4736842105263,100.0,86.6666666666667
11982,2013020503,8477293,16,3600,0,0,0,22,21,4,2,15,2,16,4,95.4545454545455,100.0,93.75
11985,2013021154,8477293,16,3591,0,0,0,27,24,5,1,18,1,20,6,88.8888888888889,83.3333333333333,90.0
12012,2012020527,8470645,16,3900,0,0,0,27,25,0,0,25,0,27,0,92.5925925925926,0.0,92.5925925925926
12022,2013021190,8470645,16,3632,0,0,0,30,28,0,0,28,0,30,0,93.3333333333333,0.0,93.3333333333333
12031,2012020716,8475622,16,3524,0,0,0,28,25,5,0,20,0,23,5,89.2857142857143,100.0,86.9565217391304
12055,2013021069,8470645,16,3466,0,0,0,17,15,3,1,11,1,13,3,88.2352941176471,100.0,84.6153846153846
12076,2013020561,8477293,16,3600,0,0,0,12,10,1,1,8,1,10,1,83.3333333333333,100.0,80.0
12084,2013020306,8470645,16,3582,0,0,0,24,23,2,0,21,0,22,2,95.8333333333333,100.0,95.4545454545455
12090,2012020692,8470645,16,2771,0,0,0,14,14,3,0,11,0,11,3,100.0,100.0,100.0
12091,2012020692,8469548,16,829,0,0,0,8,7,2,0,5,0,6,2,87.5,100.0,83.3333333333333
12135,2013020786,8470645,16,3567,0,0,0,20,18,1,1,16,1,18,1,90.0,100.0,88.8888888888889
12138,2013020842,8470645,16,3599,0,0,0,34,31,7,0,24,0,26,8,91.1764705882353,87.5,92.3076923076923
12171,2013021086,8470645,16,3600,0,0,0,27,25,2,0,23,0,25,2,92.5925925925926,100.0,92.0
12210,2013020870,8470645,16,3462,0,0,0,26,24,5,0,19,0,19,7,92.3076923076923,71.4285714285714,100.0
12216,2013021039,8470645,16,3599,0,0,0,23,23,3,1,19,1,19,3,100.0,100.0,100.0
12218,2012020608,8470645,16,3900,0,0,0,29,27,6,0,21,0,22,7,93.1034482758621,85.7142857142857,95.4545454545455
12274,2013021205,8470645,16,2400,0,0,0,20,16,1,0,15,0,18,2,80.0,50.0,83.3333333333333
12275,2013021205,8477293,16,1200,0,0,0,7,7,1,0,6,0,6,1,100.0,100.0,100.0
12300,2012020294,8470645,16,1200,0,0,0,6,6,1,0,5,0,5,1,100.0,100.0,100.0
12301,2012020294,8469548,16,2400,0,0,0,15,15,5,0,10,0,10,5,100.0,100.0,100.0
12313,2013020658,8470645,16,3510,0,0,0,32,29,4,1,24,1,26,5,90.625,80.0,92.3076923076923
12334,2013021148,8470645,16,3900,0,0,0,27,25,2,0,23,0,25,2,92.5925925925926,100.0,92.0
12466,2013020640,8470645,16,3900,0,0,0,42,40,4,0,36,0,38,4,95.2380952380952,100.0,94.7368421052632
12478,2013020736,8470645,16,3897,0,0,0,36,34,4,0,30,0,32,4,94.4444444444444,100.0,93.75
12494,2013020199,8470645,16,3600,0,0,0,27,26,1,0,25,0,26,1,96.2962962962963,100.0,96.1538461538462
12517,2013020722,8470645,16,3587,0,0,0,21,19,2,3,14,3,16,2,90.4761904761905,100.0,87.5
12520,2013020757,8470645,16,3900,0,0,0,31,27,5,0,22,0,26,5,87.0967741935484,100.0,84.6153846153846
12549,2012020503,8469548,16,3514,0,0,0,24,22,3,3,16,3,18,3,91.6666666666667,100.0,88.8888888888889
12586,2013020452,8470645,16,825,0,0,0,4,4,0,1,3,1,3,0,100.0,0.0,100.0
12587,2013020452,8477293,16,2775,0,0,0,31,29,7,1,21,1,23,7,93.5483870967742,100.0,91.304347826087
12607,2012020069,8470645,16,3765,0,0,0,30,29,5,0,24,0,25,5,96.6666666666667,100.0,96.0
12613,2013020119,8470645,16,3595,0,0,0,20,19,3,0,16,0,16,4,95.0,75.0,100.0
12650,2013020002,8470645,16,3598,0,0,0,32,28,10,1,17,1,18,13,87.5,76.9230769230769,94.4444444444444
12716,2012020425,8469548,16,3600,0,0,0,19,17,1,1,15,2,16,1,89.4736842105263,100.0,93.75
12758,2012020300,8469548,16,3803,0,0,0,22,19,0,0,19,0,22,0,86.3636363636364,0.0,86.3636363636364
12762,2012020336,8469548,16,3600,0,0,0,22,20,1,1,18,1,20,1,90.9090909090909,100.0,90.0
12786,2012020266,8470645,16,3600,0,0,0,28,28,10,0,18,0,18,10,100.0,100.0,100.0
12791,2012020486,8469548,16,3600,0,0,0,16,16,3,0,13,0,13,3,100.0,100.0,100.0
12867,2013020162,8470645,16,3502,0,0,0,25,20,5,1,14,1,18,6,80.0,83.3333333333333,77.7777777777778
12872,2013020174,8470645,16,3598,0,0,0,30,29,4,1,24,1,25,4,96.6666666666667,100.0,96.0
12882,2013020330,8470645,16,3575,0,0,0,25,22,5,1,16,1,17,7,88.0,71.4285714285714,94.1176470588235
12953,2013020622,8477293,16,3600,0,0,0,27,24,5,0,19,0,21,6,88.8888888888889,83.3333333333333,90.4761904761905
12964,2012020019,8469548,16,3600,0,0,0,29,25,3,0,22,0,26,3,86.2068965517241,100.0,84.6153846153846
12970,2012020370,8470645,16,2959,0,0,0,16,13,2,0,11,0,11,5,81.25,40.0,100.0
12971,2012020370,8469548,16,559,0,0,0,9,6,0,0,6,0,9,0,66.6666666666667,0.0,66.6666666666667
12979,2013020803,8470645,16,1921,0,0,0,14,13,1,0,12,0,13,1,92.8571428571429,100.0,92.3076923076923
12980,2013020803,8477293,16,1825,0,0,0,15,11,0,1,10,2,13,0,73.3333333333333,0.0,76.9230769230769
12995,2013020435,8477293,16,3873,0,0,0,26,24,0,4,20,4,21,1,92.3076923076923,0.0,95.2380952380952
13047,2012020574,8469548,16,3600,0,0,0,22,19,2,0,17,0,20,2,86.3636363636364,100.0,85.0
13078,2013020471,8477293,16,3581,0,0,0,30,28,8,3,17,3,17,10,93.3333333333333,80.0,100.0
13083,2012020046,8470645,16,3701,0,0,0,23,21,1,2,18,3,19,1,91.304347826087,100.0,94.7368421052632
13141,2013020572,8477293,16,3600,0,0,0,18,16,2,0,14,0,16,2,88.8888888888889,100.0,87.5
13148,2012020311,8470645,16,3900,0,0,0,33,32,8,0,24,0,25,8,96.969696969697,100.0,96.0
13220,2013020702,8470645,16,3849,0,0,0,26,23,2,2,19,2,20,4,88.4615384615385,50.0,95.0
13236,2013020213,8470645,16,3692,0,0,0,30,27,0,0,27,0,30,0,90.0,0.0,90.0
13238,2012020657,8470645,16,3630,0,0,0,27,23,3,0,20,0,24,3,85.1851851851852,100.0,83.3333333333333
13289,2013020258,8470645,16,3600,0,0,0,23,19,3,2,14,3,15,5,82.6086956521739,60.0,93.3333333333333
13299,2013020676,8470645,16,3688,0,0,0,38,36,2,4,30,4,32,2,94.7368421052632,100.0,93.75
13324,2013020143,8459140,16,3662,0,0,0,25,19,2,1,16,2,19,4,76.0,50.0,84.2105263157895
13432,2013021092,8470645,16,3597,0,0,0,23,20,3,1,16,1,19,3,86.9565217391304,100.0,84.2105263157895
13479,2012020666,8470645,16,3898,0,0,0,31,29,6,0,23,0,25,6,93.5483870967742,100.0,92.0
13556,2012020706,8470645,16,3600,0,0,0,26,25,0,1,24,2,24,0,96.1538461538462,0.0,100.0
13671,2012020549,8470645,16,3900,0,0,0,22,19,0,0,19,0,22,0,86.3636363636364,0.0,86.3636363636364
13688,2013020318,8470645,16,797,0,0,0,7,4,0,1,3,1,6,0,57.1428571428571,0.0,50.0
13689,2013020318,8477293,16,2803,0,0,0,16,14,3,0,11,0,13,3,87.5,100.0,84.6153846153846
13700,2013020350,8470645,16,3600,0,0,0,37,36,3,0,33,0,33,4,97.2972972972973,75.0,100.0
13711,2013020927,8470645,16,3526,0,0,0,20,17,3,0,14,0,16,4,85.0,75.0,87.5
13749,2013020133,8470645,16,3900,0,0,0,22,20,1,0,19,0,21,1,90.9090909090909,100.0,90.4761904761905
13759,2013020376,8477293,16,3600,0,0,0,22,20,1,0,19,0,21,1,90.9090909090909,100.0,90.4761904761905
13797,2012020332,8470645,16,3600,0,0,0,23,20,2,0,18,0,20,3,86.9565217391304,66.6666666666667,90.0
13801,2012020185,8470645,16,3900,0,0,0,31,29,9,2,18,2,19,10,93.5483870967742,90.0,94.7368421052632
13827,2012020474,8470645,16,3524,0,0,0,36,31,2,2,27,3,31,2,86.1111111111111,100.0,87.0967741935484
13864,2013020613,8470645,16,3658,0,0,0,34,31,3,0,28,0,31,3,91.1764705882353,100.0,90.3225806451613
13886,2013021174,8470645,16,3600,0,0,0,23,21,1,1,19,1,20,2,91.304347826087,50.0,95.0
13898,2013020391,8470645,16,3900,0,0,0,29,28,2,0,26,0,27,2,96.551724137931,100.0,96.2962962962963
13954,2012020627,8469548,16,3592,0,0,0,18,16,4,0,12,0,14,4,88.8888888888889,100.0,85.7142857142857
14066,2012020442,8470645,16,3565,0,0,0,25,22,0,1,21,1,24,0,88.0,0.0,87.5
14072,2013020888,8470645,16,3435,0,0,0,24,22,1,0,21,0,23,1,91.6666666666667,100.0,91.304347826087
14102,2013020942,8470645,16,3595,0,0,0,23,22,3,0,19,0,20,3,95.6521739130435,100.0,95.0
14110,2013020910,8470645,16,3593,0,0,0,32,31,10,0,21,0,22,10,96.875,100.0,95.4545454545455
14117,2013021000,8470645,16,3523,0,0,0,29,26,2,0,24,0,26,3,89.6551724137931,66.6666666666667,92.3076923076923
14126,2013020537,8477293,16,3900,0,0,0,24,22,7,0,15,0,17,7,91.6666666666667,100.0,88.2352941176471
14135,2012020106,8470645,16,3892,0,0,0,22,21,6,2,13,2,14,6,95.4545454545455,100.0,92.8571428571429
14158,2013020689,8477293,16,3587,0,0,0,20,18,0,2,16,2,18,0,90.0,0.0,88.8888888888889
14168,2012020517,8470645,16,3600,0,0,0,34,33,5,0,28,0,29,5,97.0588235294118,100.0,96.551724137931
14213,2012020394,8470645,16,3900,0,0,0,30,29,2,0,27,0,27,3,96.6666666666667,66.6666666666667,100.0
14219,2013020399,8477293,16,3600,0,0,0,34,32,5,0,27,0,28,6,94.1176470588235,83.3333333333333,96.4285714285714
14264,2013021020,8470645,16,3596,0,0,0,20,19,2,0,17,0,17,3,95.0,66.6666666666667,100.0
14273,2013020854,8470645,16,3600,0,0,0,29,29,11,0,18,0,18,11,100.0,100.0,100.0
14299,2013020180,8459140,16,1874,0,0,0,22,18,2,0,16,0,19,3,81.8181818181818,66.6666666666667,84.2105263157895
14300,2013020180,8470645,16,1726,0,0,0,15,14,0,1,13,1,14,0,93.3333333333333,0.0,92.8571428571429
14428,2013020069,8470645,16,3595,0,0,0,29,28,2,0,26,0,27,2,96.551724137931,100.0,96.2962962962963
14503,2013020086,8470645,16,3881,0,0,0,34,32,3,0,29,0,31,3,94.1176470588235,100.0,93.5483870967742
14545,2012020232,8469548,16,3900,0,0,0,32,29,2,3,24,3,26,3,90.625,66.6666666666667,92.3076923076923
14605,2012020589,8469548,16,3600,0,0,0,20,20,1,0,19,0,19,1,100.0,100.0,100.0
14613,2012020171,8470645,16,3600,0,0,0,17,17,0,0,17,0,17,0,100.0,0.0,100.0
14693,2013021033,8477293,16,3895,0,0,0,37,34,5,0,29,0,32,5,91.8918918918919,100.0,90.625
14730,2013020465,8477293,16,3583,0,0,0,29,27,12,0,15,0,17,12,93.1034482758621,100.0,88.2352941176471
